zip,property_value_avg
95306,386520
96109,131941
78932,348654
68633,111421
24578,204005
49847,77738
82842,304033
77533,74524
98279,684576
40104,143502
4859,313657
24484,145492
21657,306034
3218,272121
4424,132239
75489,191446
38579,160226
68956,132769
47991,82899
73002,84818
63829,47341
12732,230916
12934,92798
92282,262614
97037,199362
38670,58912
47955,111881
64481,71015
68349,161148
57279,132661
24622,38970
31561,2709929
53808,161508
88325,217119
87006,140704
51027,163283
84622,205439
56270,68914
21636,199611
55941,203126
50645,138046
36585,99581
41531,52375
13693,171426
62074,130490
93664,455213
31836,127536
24818,39507
46301,505197
31798,117819
21671,293583
68783,98028
28347,57728
92275,136536
66023,114944
43747,134704
80420,388884
73027,109143
56010,155472
49638,99858
19437,898669
26167,66760
62567,82178
93266,178391
51053,85998
47980,128972
59855,169307
25547,84093
49268,145658
31066,141354
94514,784543
71323,95442
24366,122918
75478,148185
8720,639908
29592,89208
51354,83642
24569,115213
38674,84564
70397,132691
95225,411694
62214,142597
56524,313486
58271,94953
69120,87235
73738,52967
45849,90771
46348,138738
72865,104038
26808,165500
54964,238323
53069,438345
49818,111736
16362,112705
47921,61867
58831,227689
12151,250916
18923,468315
34762,157851
52346,159315
45711,89141
64733,151674
22714,362551
66865,172156
66507,179059
50230,150778
52209,144341
99348,175679
73620,83494
97823,124485
5647,204243
37710,83133
12153,233494
76561,130754
52154,131495
17006,112016
55919,230779
4987,158805
38452,143492
36482,64776
41727,90329
74936,82740
81433,310849
83255,222316
25979,88675
99030,333476
74734,64498
31629,141308
67831,60574
36783,92248
30148,208878
98940,429637
83444,226152
75438,164718
47930,166952
69025,75629
40009,77676
52530,112239
38030,84157
83262,256294
38253,115335
54621,206557
71264,111894
18333,193382
4951,199777
77857,232572
75421,124334
68825,114089
83624,232313
54003,265330
52039,236214
41519,57727
55724,173710
46374,133170
27947,228437
58761,170068
44901,192117
62241,89332
54408,169131
71660,83025
68641,147983
71325,103816
73734,92956
73832,76776
52147,127634
77878,152104
38481,89507
18371,198287
59853,281528
56253,196901
52728,114199
73565,32730
51006,55291
21869,125407
59486,152948
55925,241810
72004,34438
73951,72933
96047,278093
28041,189455
62063,117345
49836,95541
95439,873084
62627,73301
20680,363447
23967,106014
87714,113588
6090,357211
49725,136785
85362,176326
68814,69732
45326,172394
15675,119701
51462,94521
54756,141424
97436,248112
35587,87693
4066,487962
55065,361788
80478,657574
82720,284494
67490,71178
74423,85644
14784,87485
47147,180210
2663,482016
21402,589283
49963,86062
71450,123634
26269,98598
47575,206969
68456,151486
52658,152015
16210,103167
65637,184224
12861,245589
52202,201301
12175,143458
98336,259752
75468,156240
59919,236026
94970,3179556
73664,46454
52362,97255
51466,98783
61018,121989
46570,140372
27943,295231
31090,60135
62533,97619
68343,111286
63867,88039
50107,59932
83344,290680
62934,81915
42533,90014
31783,100279
57045,63704
84767,480405
68624,140901
38044,89271
64631,63251
56120,56694
99714,126335
61844,110999
15083,121497
74741,113252
5153,261529
65470,181270
80515,412667
12469,171008
24839,46214
5903,117797
62255,80708
45719,42796
13690,53965
65774,91841
25669,63493
3750,737597
56661,135428
74052,47819
61467,88047
61770,92752
54932,204582
33960,215290
12473,211642
78050,105923
24733,56237
51063,103312
20674,325906
4292,159724
15692,125710
5343,236546
61052,143129
67525,79043
78161,183158
96113,82373
68660,113649
61572,92185
14744,128216
13147,137116
61564,80215
47833,145480
57319,73701
73447,86725
15631,71585
68015,143111
77466,262254
29370,68201
61070,139731
26039,71194
65058,175479
56251,183905
30821,68512
91008,1335528
26425,58439
53943,184730
81630,255906
26160,65631
74531,107243
35571,81574
23303,162307
25270,86582
44682,105833
15920,131139
98555,328012
47926,109710
27968,231843
72561,88829
5757,206943
18059,332358
68780,147766
85601,135793
68341,82084
98582,329587
15477,81750
29166,102964
42054,118685
35975,111141
45317,148487
14066,105830
81525,297230
26717,65549
81036,82180
43319,181706
68786,96519
40445,44688
14836,93930
64739,182164
51004,92844
67865,79147
13122,161032
56385,203763
65059,165605
25511,43711
56662,255627
16661,59385
72565,57415
52341,282572
52751,150854
39630,91218
81210,407528
61367,126806
68864,166183
84028,356262
87582,195088
62810,78879
47231,115369
46057,132813
81090,197959
25009,59481
56021,252761
25067,79922
12503,331732
35176,131497
58228,143521
41564,49230
40902,30156
71752,52679
74062,114827
5675,193764
8511,277360
43504,202776
47597,104979
68366,187576
62872,82630
56585,148706
70780,127877
62426,51258
13782,179191
43442,121768
43152,152754
85545,158495
25245,150977
51338,100550
68933,108754
55726,178175
56219,46480
36749,195850
26134,111067
74552,97290
61279,126369
47036,216206
4221,162716
43525,212708
42035,97584
76372,67373
22716,435388
24602,38168
72047,171557
71827,44199
25521,86186
40943,81208
72832,64937
84632,194738
98925,455006
67019,89172
55918,139829
38348,85690
62433,77811
46365,214451
28649,108299
36540,107540
95387,580817
37057,134404
50540,76939
58274,123484
61349,96729
36775,55491
53940,187932
54652,105876
27885,109750
99040,168512
41274,86132
93529,497415
17855,172467
74026,58860
13071,132233
36034,83122
50229,287320
26866,113509
92358,344578
74562,170587
68423,260062
50517,93281
66060,110053
72125,67932
28663,205942
3282,193102
88041,98903
68865,227053
47427,117255
98651,563210
65082,125185
37753,114794
71751,71295
62611,114012
12960,116392
70761,148910
4551,269932
26292,71702
4435,152415
71841,100771
78827,76852
43337,134959
35459,51080
57048,200264
97812,195134
63855,65604
24473,266526
64670,154556
93239,164994
50149,100568
72350,38572
64494,129826
31638,102943
45788,103995
52053,192529
17518,303933
62894,101599
83868,99722
63087,171436
58575,128741
73647,76646
24168,78072
66724,61762
49718,135182
52165,188142
80428,556785
54850,298675
54027,249177
16111,122130
30250,179506
59349,93160
95369,314786
97410,243532
97826,229342
67451,105307
63748,169438
15961,140237
61075,127104
25113,90681
34139,233532
47640,78851
78935,264476
85632,164031
92268,370382
22847,194592
62893,90815
25262,116282
7878,360558
53801,70360
46180,177998
5081,165229
44454,138438
31085,159630
12482,176947
16820,190587
74832,87810
92368,177027
72036,14980
62219,90900
73042,98240
14026,229527
50625,75788
16647,194215
61261,87303
60072,313952
36751,57414
18327,201223
80815,140604
56016,156295
50268,58471
66097,150685
73458,113058
57248,188931
96038,181619
80835,210657
4776,99897
76455,106368
74428,102003
29051,101259
23004,113933
55781,256518
52536,131488
66035,89855
97345,334013
52585,101939
80623,289113
24313,108708
31552,133171
69155,135169
49915,35814
13744,142447
29922,84132
71961,105968
57315,110488
15060,135524
95543,334198
41826,35270
12786,240568
68874,63185
59826,446595
5161,333616
97450,306224
47529,87598
24613,66129
45362,168737
95686,470163
68443,159093
38328,117391
23968,90339
69147,201108
57751,285173
42323,76230
36738,88768
12406,167424
95345,279612
13813,139310
83286,274377
33438,95399
95651,474226
80928,276904
61729,196067
64643,133191
5039,201701
36559,433571
53554,131392
42275,94055
84620,201026
70355,112704
42603,83336
23413,98392
4091,261178
48735,74081
94548,788225
41602,57074
45620,90010
17886,141917
47162,151615
40460,47636
73843,61094
70638,67483
4853,323871
50069,201185
4929,145698
24981,51708
34498,181847
61526,195656
40157,147786
63454,162815
96729,336566
39656,80285
87527,216182
31756,122383
96104,158349
17508,272411
5036,248642
26346,71645
12568,292864
92059,767456
56240,73945
18624,231454
25125,93204
77476,282659
10597,941920
47577,148120
41831,72465
50542,82214
41636,39027
49705,98177
52649,113265
47968,148455
41605,70353
89018,252199
81643,363636
85320,309081
56357,247700
70637,102997
45876,133740
71747,28157
60935,215895
16639,66318
81025,131526
97020,364466
16843,77786
60959,61417
63339,177411
40022,324929
99033,141071
50055,151567
14729,119141
12763,159589
63663,72386
50163,72101
28101,335522
52318,155239
21779,337103
51052,156735
4255,201330
6785,528634
15856,121112
74349,130944
67441,89975
56039,147316
40903,70835
62031,83411
85554,223241
47175,102688
47120,144844
63622,112097
77475,114198
40145,102754
56119,148034
74944,82090
55990,181297
77624,149874
56757,85349
28725,310002
74555,136725
5350,146267
66857,81570
98572,234350
63785,190151
71009,141844
40209,83022
37016,198153
41260,85621
67583,53952
66080,125718
61777,114800
77585,114587
80624,470147
43932,43008
85264,865871
16826,152409
80728,178350
33001,550656
38390,128676
21711,240725
16136,76406
29320,54727
66756,38698
16160,77973
5826,217639
17037,148512
10517,455076
41804,33467
49840,131644
38725,92508
4982,137636
38224,134021
5154,216296
14069,199675
51542,293211
4455,128553
62462,134373
82433,217695
3284,293123
5155,464678
75960,103743
21856,173645
29848,69825
47832,99950
74340,124194
36205,212660
15358,68311
49276,173700
13319,134827
63653,39057
56725,169898
62244,186979
65323,97738
39861,102356
15742,82702
28718,207727
15620,110647
97326,332567
49303,165944
50666,137105
50590,48609
28026,204138
80741,224680
56228,88347
62021,208969
74027,98439
12494,355765
62058,70758
22850,211910
56713,124578
65580,174266
40923,78360
36255,87799
53937,178423
43802,116864
47016,213706
63530,125908
78339,79714
31735,253446
72550,93011
56723,220901
3752,191663
66548,89480
14717,117332
44802,178127
26815,106727
57363,171812
12160,175920
31648,72700
37019,189222
10535,398800
50581,56959
4050,487354
67035,88343
72680,95734
47358,130495
55367,300900
64428,84157
87357,57600
41631,43012
52171,139996
29516,59195
96764,424746
84512,229859
53922,220298
70521,49019
20896,849176
67047,59442
97833,288483
83846,80568
55018,306895
73654,108577
26575,46425
48885,161992
25140,35685
26137,51929
28611,98296
5905,156668
12190,176241
45654,115850
1531,320928
68866,221079
50480,63905
42236,148465
63626,168707
65566,68248
76890,254576
89001,208107
15771,151636
78877,132802
76871,124559
13325,112476
47531,176006
67149,216265
79532,73220
25444,155156
82442,266495
83327,138660
50535,87100
21659,164764
12457,440962
69034,92506
50482,170898
56343,198719
87537,153134
79506,82966
26238,72905
97534,230846
73650,117697
49743,109970
54820,139755
66072,164912
37731,104441
61325,113656
36728,95429
72769,213509
89825,137816
42344,53093
42458,103821
83830,226026
13360,308704
72854,104966
87513,341199
22831,157225
52235,194421
75477,78230
98603,434895
62410,79268
12873,183978
3595,227338
1255,310860
95007,710541
40949,85229
68404,329855
79225,39355
38548,164867
12765,216093
24221,63907
2722,427124
45741,85279
31011,91634
1355,252902
28775,282431
45001,60565
55757,144989
59479,149863
50532,105496
54006,159905
44887,105834
68643,159194
52620,91981
80653,274667
78406,83867
52249,126081
85640,378197
63039,159234
95935,277104
56737,119050
51557,125321
84314,321513
27953,234555
82054,330090
74546,43248
93517,322592
48502,40147
48456,70778
25606,55973
49728,119282
62477,75365
48845,98015
66854,93718
59086,462844
45841,166450
78159,98817
72544,130739
77442,130983
52254,96268
12585,379541
71404,80445
48754,94172
47352,114533
5361,219829
81058,100145
74831,95484
50257,166462
48426,86009
51528,99567
76538,202688
62625,221539
15347,119693
15848,110477
14769,108877
47859,123211
82523,222463
3456,191353
64873,141559
46920,184358
2071,602869
89046,172703
93526,213450
99167,291488
50123,63696
4406,132922
89042,169471
30470,142929
25266,93678
79541,248164
61447,78887
58576,158614
37715,43314
64035,78360
64421,145572
82833,498884
22935,288181
16938,148994
62985,133420
53541,94087
95937,329325
40855,31709
72648,107819
65080,206851
65754,213183
70752,206441
62956,75534
56054,157917
66872,85321
25981,30917
77367,163335
39841,81376
71044,74068
46104,142120
61925,125348
27813,88310
54854,152051
16440,128451
61567,42476
38617,63551
52535,110684
61774,106259
83349,124333
80456,297176
65685,124784
66078,182292
55605,318310
26257,79264
42085,62402
72934,93439
68067,41302
95615,465190
12150,191757
41034,95894
99012,305649
56527,171537
25637,27586
48627,200332
85611,352919
65601,148757
51235,161624
54530,93525
51439,84411
26845,141218
79012,311537
66834,95050
31309,163097
21841,246390
8553,516395
97416,178743
36071,75028
57037,77832
96148,666066
65054,189290
55953,131901
47280,138740
68331,194817
78663,565892
68716,127204
26372,123393
22654,271804
1379,205400
17262,186254
5652,169569
15698,97550
52160,131083
73090,138448
62046,194401
61489,84101
15686,168664
72531,144152
76649,136115
77597,218743
41862,42591
26852,136859
56019,144675
95728,515423
63732,175310
51639,103764
16868,252737
36052,340190
60960,46941
3457,298966
43109,131763
40346,73970
97149,479346
65237,154517
34140,354205
97377,405892
61441,64101
76864,417639
67344,67769
98585,310234
38631,57274
12942,349215
49934,52681
12187,178434
52035,130421
68872,235927
4265,204028
40140,116649
25133,99367
8019,304814
62916,112381
77978,89075
76251,169942
78963,312577
93962,679732
57063,163933
64659,97291
59648,302013
56083,86209
63821,45099
20611,362206
50478,69321
4693,212899
15018,66455
42232,127935
4773,119787
27922,121077
16131,109121
68354,92537
62515,119494
74867,87443
43930,89116
72835,113994
26662,90748
68735,140365
50044,82992
55339,233106
69123,183884
21913,212470
15534,164035
35762,132441
23436,398195
52720,155723
2561,413053
62523,107091
66423,84411
42265,138851
78330,106231
1349,199036
69127,176740
16695,164715
59484,84839
73092,79221
51553,169957
15363,139361
41568,39483
1222,291714
28631,191795
67342,71210
56168,103517
62803,103280
4763,59390
50598,97892
79312,46380
84033,404045
52323,66320
63623,103253
5043,328909
61015,138835
4956,137892
16040,178795
88022,149573
25503,91970
50575,57618
52746,213143
50529,93844
12434,119788
12035,129404
13337,280660
49861,162078
31711,88389
75550,66517
28757,458056
56727,114539
97434,304086
26320,60361
31550,100103
98821,331150
24459,268797
25638,37311
55979,302673
55935,250776
22432,229284
62465,106300
59832,171106
84046,202459
66771,81176
97346,314643
76872,328829
84783,496214
49894,105084
18331,204634
41554,46374
96127,234128
4261,232188
95565,236340
41660,38559
78671,293951
19009,498187
54422,127263
35631,185096
41548,39501
72025,78110
97486,344003
74652,52774
41844,52979
95563,367635
39745,84553
74641,94917
23857,263632
39767,112882
30803,98695
5839,172363
81123,101365
5873,168431
63388,121586
22709,245342
88027,136260
4459,80618
45776,89711
71468,110841
68409,185268
49831,119705
99130,186997
29145,110582
78870,121680
12878,156117
72055,91151
4772,95680
77629,124979
8345,141383
52054,195090
47521,196870
74431,47839
50168,175260
56386,189419
6409,330503
50541,60691
62292,53569
67834,80033
49947,139348
62051,84010
12914,87858
20618,259965
98587,181640
64661,65429
57626,94721
13802,142307
47116,107233
45778,62603
41085,127316
4063,411809
50150,93717
93668,220236
74350,149043
52561,102030
29065,84336
12022,152193
49820,95104
8858,595948
94938,1021865
80705,106817
33858,199670
50634,154873
49248,130165
21153,724927
23839,138998
47142,119328
33865,235121
95253,282599
73004,134018
75566,90966
24437,297245
98235,376061
62461,116874
60918,70729
5758,250439
23022,140279
95497,1030002
68854,241249
93227,200512
54826,238846
5872,139695
95656,420645
41555,38193
67059,148655
3779,215935
71862,53017
61436,95153
87023,151759
13486,131697
23915,105903
40829,37613
49816,117065
25878,69184
78829,43715
38241,104249
54490,136152
56027,41784
55053,315640
54560,163196
56756,150217
13454,94982
79039,98762
23879,89392
26102,120162
84762,251000
24374,101833
66528,120486
21914,244596
39201,23918
31038,119266
64461,97289
67484,104417
20690,394253
49744,112745
64649,159875
64479,157105
89821,78769
95254,492544
28042,145672
96096,340940
12412,319366
91917,505651
58081,107668
18920,535118
39477,57456
56644,108245
70753,62270
64642,86183
13681,78829
43345,150388
21082,446913
72628,107766
23846,189244
13665,100202
51533,119016
37340,86240
63631,128354
94592,634986
62889,105847
78944,272548
97447,244203
40813,46337
68831,188010
50048,93512
14126,106475
47011,172657
62253,72016
68961,55880
95303,505492
38076,239242
57384,140154
68041,171550
68460,141016
62634,112252
16636,154821
55765,118019
69163,242389
50008,71296
4471,160065
38259,67452
31551,151955
56651,131631
96120,423380
18829,156629
3817,192224
59410,199403
3771,208572
89007,302388
12777,277298
82923,250912
61771,154089
43779,109532
72460,94260
8340,268067
4760,105200
52135,106704
48437,119442
6332,208610
68313,152424
58558,327042
64430,168867
63534,125661
15538,93520
45779,84740
62949,40870
77538,152856
17035,184756
72079,102330
29377,71514
26755,137096
65262,190709
20608,278865
79718,129481
19442,456358
57220,199591
23962,110216
4216,104617
68004,132494
32664,214358
5847,145836
12156,258829
12760,181148
45330,104433
57036,172482
47515,160316
62445,76410
39078,56076
56575,316924
43153,97660
50142,116396
50606,120920
71642,53675
97429,233552
40862,50819
56248,98514
18451,241813
57241,114307
38924,76096
83314,237759
4774,99365
71962,64957
43341,129156
4453,115505
87521,227428
66095,139691
77457,229883
39356,100230
77971,158593
49052,160643
93666,177070
38567,169748
27866,71971
32530,128789
89310,121940
31567,119801
51232,87009
15671,153345
20645,386477
15551,110120
54211,297458
4564,392867
47612,111100
52749,190903
48765,73902
26621,76158
64474,140717
56260,109200
61442,49606
93673,182582
63014,193287
18070,263357
95043,646217
14842,221007
25567,93374
38370,71446
83451,235310
31823,149108
38042,115306
25106,55233
38848,102749
97870,237123
6904,786486
37680,85544
56230,108494
49762,108064
3448,210551
14897,63190
68628,157262
36569,119044
56138,130426
66543,138792
2826,299433
51436,146869
80832,328223
84639,209952
42123,153252
8041,337284
50557,73643
80510,408222
25958,38683
12945,215477
68029,136299
65790,165481
67457,86320
65609,135160
87530,184204
50118,155394
62339,95161
22436,178426
56221,101395
13470,128409
20880,495815
4653,310784
96058,81326
51531,114082
32330,51106
84782,335128
87832,120343
5740,243109
87053,216020
66937,58551
52731,153220
18085,229652
56327,299787
52729,131488
78019,100871
56742,83071
54526,95873
52064,118968
59720,592579
47943,200508
22720,453401
62311,60279
16926,159989
60951,109742
25617,69847
24265,44947
23076,257959
50075,143311
59018,405528
26855,112413
3279,152789
73755,60169
15411,164040
62479,102194
97876,428888
56151,129529
87549,216538
49796,330317
25652,58976
75936,110823
55970,205467
95943,488586
5352,199172
12164,207860
17030,140580
64018,215723
5062,278303
99126,254234
78005,304352
62536,186181
63544,84821
18846,166816
43782,37310
71008,43395
40310,97327
3609,168378
61437,86489
65334,123354
5492,195750
73528,89876
87056,295004
72080,90706
81092,107419
14825,105697
61484,50930
72717,143045
64442,95854
52574,66054
26273,64459
87041,214571
25646,76768
48856,75502
88253,64375
13672,80317
12749,205927
50569,74389
55967,274700
17550,220855
62474,64497
45062,149327
45773,135077
41836,58430
23050,232482
21861,142043
15921,52847
95251,292286
97481,233800
61430,80040
73461,98616
87941,158261
29368,99556
12837,148333
52065,195017
84001,258391
84039,239395
84633,301900
30667,146249
47003,95107
64874,86925
26767,101108
46781,136712
80481,449587
95549,553552
1378,202811
59485,268795
18616,143606
62915,66708
97371,587897
98396,373140
27042,120852
82933,263070
72384,43526
46988,123803
5463,229776
56349,203713
46791,170538
83325,249332
41777,30891
54734,144722
12860,188267
67838,116457
41512,60911
38457,107457
66449,131617
41655,40700
43511,135583
74533,142082
47950,105777
98535,78339
52650,178550
13756,138108
61863,144182
44490,75909
4535,231042
46133,115584
11430,654891
61089,106617
83857,356267
19456,318650
35746,109781
65732,115155
82639,268830
51646,81776
65075,188931
35544,61959
24736,16153
58256,173577
71970,87116
47568,91227
13777,153363
87718,157781
8555,328551
61260,75228
66415,120211
25208,30720
30177,148978
68030,159961
61929,86933
31544,85252
62628,83225
72661,162565
63787,111733
24646,58059
41815,37541
56297,86272
12936,220360
15380,60946
68843,177546
24220,53104
18471,302778
57334,167495
38392,106128
52337,119295
62941,76831
64783,78474
59029,257731
8323,156068
47537,138615
68764,112852
38564,142179
4464,107065
56673,100121
23110,179033
26270,74032
60961,138991
72128,88218
15688,98167
11765,1901102
45321,107851
12791,185103
99121,181591
56045,136197
68727,88226
20625,275185
69028,121662
87412,140880
62846,66784
84013,365475
13682,158021
70721,162231
65760,146064
5086,151705
87745,189397
98280,779374
28702,146732
76427,99428
41843,59622
61458,80455
68039,149992
63637,101053
83554,325597
61314,55743
25607,64166
43811,89379
68752,107842
84035,223168
3445,226262
52330,168279
16729,76595
79345,101770
24150,108311
65061,80038
18830,115809
49806,177977
68020,93340
21529,98668
39668,113278
17941,124810
33521,122583
57015,266156
81062,95150
1270,255044
54524,132364
47929,138261
44815,82073
4628,140307
13355,139233
27916,267081
73491,78342
59936,511698
33877,99617
74756,88689
36539,82426
70534,74637
49279,154850
91210,910347
7926,646448
5737,263011
18352,233542
92385,432555
60474,124979
74442,108551
52215,135600
61919,133820
29915,427951
26818,132376
54855,115069
71644,44925
68710,127486
82213,234575
95230,626569
62885,101325
37326,73314
36584,86187
57237,298681
64679,91141
61039,116923
62842,59297
74422,95734
67024,187451
56014,77709
78567,77801
87931,124852
55926,242182
72851,97722
72928,98160
51530,137809
38339,112590
66015,81217
42722,114261
3443,276466
65733,133172
26323,45168
83320,255829
40115,112623
23176,232891
59740,461470
66773,49354
99341,100906
52570,96720
62551,90903
48465,144498
98220,372479
63533,111415
62682,76177
61414,78941
97830,112116
50667,181575
70393,141573
84722,263254
64842,92469
72003,109539
13844,104447
71631,47987
18970,258920
75669,143791
35183,119523
41642,94983
47981,212664
50258,91924
31532,93588
53544,204012
56650,115654
84301,287978
16679,67612
62217,75707
43501,111059
62480,60579
71959,70204
12456,171608
68812,236607
68407,205950
50476,98764
68351,83005
62547,79774
38953,97498
72629,77207
68034,165862
12863,286001
52766,135892
71935,87541
75784,132898
61544,62892
70581,146198
15433,101494
25285,95515
26804,64279
6065,275153
51243,77941
80455,492650
3871,1686065
82327,76458
58759,138686
99321,179469
55333,95317
91934,216961
43333,165068
46150,143192
87548,214148
15451,107740
26451,109027
52078,186877
83450,215860
27942,133456
63735,75609
12527,305969
50655,114310
93201,175073
25573,84768
12950,125356
27847,52023
12952,33358
24822,61010
52551,149591
41232,72377
15470,196143
25529,86752
47854,125154
82321,204880
97867,186150
29378,51112
74572,142380
76377,65605
50452,75761
47335,86027
61345,57904
71674,54821
62268,151911
36263,122154
84652,182753
14777,77031
71333,124025
13072,84945
5342,200704
40358,101603
18851,163269
20758,462081
83431,234216
46049,116332
84628,148734
60929,79699
50151,122502
14748,78023
56453,164389
74856,86716
43788,94186
14720,58815
52079,210462
52569,83745
60930,86273
61440,58103
10578,469207
81655,1234684
56052,277804
64790,111402
31518,154054
92347,115421
43438,270766
26338,94012
3260,334481
56225,84684
82420,225335
28528,224443
49618,143510
15937,55500
68455,243467
63879,59292
15623,139986
99113,311437
31007,68630
84324,364892
48807,63985
66510,118344
16161,38144
67140,80365
55962,261571
95979,161817
5142,256099
79367,106421
58740,215946
83821,688199
66777,52499
96059,292050
62617,49192
67004,92436
21622,141544
36583,112581
10988,235983
92258,207794
37078,177704
50214,244603
75838,140709
38475,104376
22726,285283
6262,214573
32437,104860
24483,199149
44651,157097
66951,58966
83872,384956
50278,134993
54441,225568
59918,297178
16863,106545
95075,1048385
93608,171837
63073,697486
35775,132398
37878,125797
52329,158224
59248,183212
62635,96388
72347,50635
64487,79751
37819,74342
14855,100119
16845,128092
71866,85296
22639,680854
96106,490796
48841,89828
81430,686030
65634,122273
4017,409699
59638,363210
25086,84459
50522,70379
34250,524663
29355,134626
78608,258905
57235,126087
28749,109102
41740,84214
37028,112644
77359,156608
49965,132890
75412,94688
88341,260240
12108,256386
32410,290267
47975,156651
66042,153774
14819,99100
68777,188205
36858,99001
20868,555657
98050,1003578
92378,255838
44841,125484
12808,455859
22437,199473
50483,103576
60928,83077
62028,123651
66079,179507
83840,310255
62977,109188
45348,183727
40819,55954
52210,137554
61067,147776
74939,73168
53961,151372
61928,111709
64832,181242
50167,166933
65264,141538
12405,189060
49710,137575
8350,196812
40953,80247
72623,165610
67844,172598
28332,106534
41828,36493
8240,222675
71256,47770
17827,133315
5778,235422
74869,129209
5146,303330
78742,300847
67354,70875
80860,134290
14113,146456
31784,101893
62423,113960
64767,116191
52325,214971
67009,47560
98836,419815
40510,523903
72374,42512
94567,393324
54550,71189
55922,135897
68941,114010
62355,50429
12843,178955
83523,170814
43535,130275
23177,209132
72333,38257
12432,221134
19979,241881
79547,42386
61438,84863
24828,42920
62358,77702
3215,220002
51019,101705
51026,146317
79059,168559
95317,483425
48470,85767
12810,165416
83645,220639
27862,79552
62905,107596
31649,101966
2051,605286
73453,193721
56548,113396
68461,511286
47967,139706
12480,266219
46915,108713
25244,96778
86015,360382
63373,156498
72017,53560
98829,169806
52552,156020
66710,73437
12838,159041
28707,188859
72742,107385
57034,171866
70772,177189
56647,170777
13331,284911
31050,153662
50858,120221
55612,299938
65069,171695
95041,736192
72060,72823
68070,145369
38639,55693
2020,431323
64423,168692
25259,100468
50449,55880
37359,163005
93932,680907
65068,138419
74839,51972
67118,103410
25154,69932
49768,151323
14878,162246
41606,37772
5359,215648
5030,186086
38859,86901
22535,259149
65640,172631
62054,62697
77582,127880
14839,88123
44844,131576
26169,111829
66033,124715
78066,314147
50157,142177
56262,79594
21872,252702
29567,59892
98614,270287
56375,225866
25031,73055
16420,58069
81656,2717916
50153,151272
25634,54180
57221,91653
66403,133932
58077,227481
8346,195302
45340,175989
56051,47180
26294,43560
27923,265701
68653,176021
79063,169300
12418,184251
64752,104610
79561,92456
40868,53376
47708,180649
78141,124573
54828,255827
79087,68916
21538,42889
18427,184768
97843,196510
62032,53114
5079,186039
84006,318217
1037,318597
10981,523525
99143,167772
50650,92383
49891,73044
92305,288345
15684,104149
33930,257918
61320,107448
50471,102937
50435,127273
97622,146493
12421,211676
68663,121866
97901,167020
75977,85084
56289,231398
62053,65038
93531,449322
97810,276067
81077,151784
23894,157841
43359,66458
23897,106149
23416,92287
61262,181800
13473,119973
29838,161480
40178,145516
13469,161501
80436,382033
98921,183811
42565,93836
63558,138609
84711,262942
58275,141261
15949,54987
72458,85258
62688,100319
8739,968276
81422,83009
15362,107677
30455,82810
75132,258175
16402,81980
12177,134616
73063,136287
64436,199338
31041,43597
59844,341694
12419,314977
41268,77707
78117,260546
15655,171367
51022,150084
42204,139065
13776,133885
68790,136594
56521,174682
4612,302624
76435,126709
21723,643124
38327,96822
16921,130723
5841,262799
94946,1642757
47270,133199
81040,189284
26411,115232
56029,97215
54542,106165
64632,56217
71045,77045
72068,80993
5035,266851
66024,64582
12147,218431
57332,111510
57353,122437
68652,187812
31070,115965
58346,73737
73053,138733
23934,147637
16942,123097
63827,87707
42451,69845
26178,54461
16405,97865
84327,305599
52721,158911
71479,43764
14614,159774
72351,62373
54746,111973
27941,294755
48705,93621
64071,193104
95922,213271
68740,195464
47465,126455
66869,89998
26293,108672
56683,199131
74565,66856
37305,87162
39359,73924
54493,169272
72776,109680
73641,46020
93218,200469
58835,263984
62343,58571
56042,135533
65025,131927
95224,325394
68644,238753
42154,108405
26716,100488
28708,201580
14824,110893
64756,105494
24323,145188
72577,90617
46990,157567
25287,82001
98267,230810
22718,302982
42214,96096
94922,1072180
75448,93584
61840,212315
63936,106251
96048,342387
95526,350228
25121,88677
78598,172924
68935,75998
24139,176828
83428,276347
23889,103959
55703,149084
27964,270644
71855,57373
72655,101441
47578,85223
55370,220334
80474,406322
51465,103873
67853,164500
26562,74814
24935,65246
57016,264852
62421,83863
49736,93720
59913,357508
87575,156466
24292,100836
2894,329877
39326,92545
50479,81117
65230,125407
28330,41255
50845,76436
41528,37022
66751,67116
27917,197987
40856,33528
47325,120525
12930,82732
54813,166152
61454,61883
18356,200816
96728,427327
59069,285667
95248,309932
82932,233934
40012,123418
40052,141970
20628,380947
10527,659216
50050,84166
41835,30944
67837,140534
97639,163161
47590,144841
45695,82890
74569,94070
84635,142296
51430,145431
73562,100766
71766,48847
52156,134183
23843,108376
52739,89473
13740,273734
25845,33008
43084,157602
72346,70025
56157,182565
71759,100238
41659,73271
43983,82446
68378,114473
61872,125629
80736,215256
50448,110968
50516,111094
15678,157295
27555,124788
54563,159143
86431,113236
54731,129389
67137,59213
88052,108733
25156,102417
40077,251717
1256,208602
86331,317571
24612,56230
64440,150453
72030,94450
97907,85945
24599,118603
21766,147850
51357,81905
61876,61794
78146,124359
93255,167663
18439,224137
66041,126590
80611,409680
95335,243925
69151,116372
40940,34264
47588,109773
87579,202530
15346,76816
80483,347799
69156,125160
97733,282699
31333,146705
53816,96490
68757,131685
72668,147870
28038,96847
12172,164133
24351,104616
36922,60391
58218,138681
1088,363639
35764,70637
67425,127513
68424,120340
78565,46433
81146,173317
50246,105996
