SizeRank,Zip,RegionType,StateName,State,City,Metro,CountyName,ZHVI_3mo
32,10128,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1040960
33,28269,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,253345
34,78613,Zip,TX,TX,Cedar Park,Austin-Round Rock,Williamson County,367945
35,77433,Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,296882
36,78572,Zip,TX,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,132946
37,30349,Zip,GA,GA,Riverdale,Atlanta-Sandy Springs-Roswell,Clayton County,175827
38,79912,Zip,TX,TX,El Paso,El Paso,El Paso County,209284
39,75052,Zip,TX,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,247189
40,94565,Zip,CA,CA,Pittsburg,San Francisco-Oakland-Hayward,Contra Costa County,609516
41,37042,Zip,TN,TN,Clarksville,Clarksville,Montgomery County,174337
42,11206,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,627705
43,73099,Zip,OK,OK,Yukon,Oklahoma City,Canadian County,185194
44,90046,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1551230
45,20009,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,640128
46,77429,Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,272825
47,78245,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,202919
48,77479,Zip,TX,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Fort Bend County,388941
49,10462,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,196495
50,10456,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,303108
51,60613,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,342165
52,30044,Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,240345
53,10019,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,993844
54,63376,Zip,MO,MO,Saint Peters,St. Louis,Saint Charles County,232493
55,10003,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,999568
56,28277,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,407191
57,60625,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,405259
58,30043,Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,275667
59,11230,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,473256
60,11212,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,499169
61,77036,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,146717
62,10463,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,293641
63,60629,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,220450
64,11209,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,465235
65,30096,Zip,GA,GA,Duluth,Atlanta-Sandy Springs-Roswell,Gwinnett County,269901
66,11221,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1063572
67,7030,Zip,NJ,NJ,Hoboken,New York-Newark-Jersey City,Hudson County,710250
68,98052,Zip,WA,WA,Redmond,Seattle-Tacoma-Bellevue,King County,956411
69,30024,Zip,GA,GA,Suwanee,Atlanta-Sandy Springs-Roswell,Gwinnett County,396203
70,60610,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,426768
71,78704,Zip,TX,TX,Austin,Austin-Round Rock,Travis County,721482
72,77077,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,314136
73,85032,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County,329485
74,77379,Zip,TX,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,272601
75,75287,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,352214
76,10024,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1313512
77,78666,Zip,TX,TX,San Marcos,Austin-Round Rock,Hays County,254471
78,21234,Zip,MD,MD,Parkville,Baltimore-Columbia-Towson,Baltimore County,233570
79,33160,Zip,FL,FL,Sunny Isles Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,370172
80,23464,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,293801
81,34787,Zip,FL,FL,Winter Garden,Orlando-Kissimmee-Sanford,Orange County,368057
82,78521,Zip,TX,TX,Brownsville,Brownsville-Harlingen,Cameron County,96928
83,8701,Zip,NJ,NJ,Lakewood Township,New York-Newark-Jersey City,Ocean County,363823
84,75243,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,227778
85,11214,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,487955
86,28027,Zip,NC,NC,Concord,Charlotte-Concord-Gastonia,Cabarrus County,279814
87,11207,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,512937
88,94501,Zip,CA,CA,Alameda,San Francisco-Oakland-Hayward,Alameda County,1136075
89,2169,Zip,MA,MA,Quincy,Boston-Cambridge-Newton,Norfolk County,504511
90,33411,Zip,FL,FL,Royal Palm Beach,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,327304
91,11229,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,559888
92,60619,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,169745
93,78745,Zip,TX,TX,Austin,Austin-Round Rock,Travis County,405784
94,94110,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1530233
95,23462,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,237036
96,33025,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,276647
97,10458,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,186817
98,75067,Zip,TX,TX,Lewisville,Dallas-Fort Worth-Arlington,Denton County,276705
99,90034,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1491475
100,80134,Zip,CO,CO,Parker,Denver-Aurora-Lakewood,Douglas County,558150
101,33139,Zip,FL,FL,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,319152
102,60611,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,465177
103,95630,Zip,CA,CA,Folsom,Sacramento--Roseville--Arden-Arcade,Sacramento County,629509
104,48197,Zip,MI,MI,Ypsilanti,Ann Arbor,Washtenaw County,253054
105,44107,Zip,OH,OH,Lakewood,Cleveland-Elyria,Cuyahoga County,226066
106,66062,Zip,KS,KS,Olathe,Kansas City,Johnson County,303179
107,11211,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1013681
108,44035,Zip,OH,OH,Elyria,Cleveland-Elyria,Lorain County,127432
109,85281,Zip,AZ,AZ,Tempe,Phoenix-Mesa-Scottsdale,Maricopa County,315335
110,11377,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,441741
111,10453,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,426017
112,90805,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,540537
113,7302,Zip,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County,774350
114,90650,Zip,CA,CA,Norwalk,Los Angeles-Long Beach-Anaheim,Los Angeles County,549400
115,90044,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,532204
116,85710,Zip,AZ,AZ,Tucson,Tucson,Pima County,225771
117,92683,Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County,770166
118,85225,Zip,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County,326212
119,11234,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,638519
120,30281,Zip,GA,GA,Stockbridge,Atlanta-Sandy Springs-Roswell,Henry County,201955
121,37075,Zip,TN,TN,Hendersonville,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,327452
122,11355,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,475299
123,11238,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,738563
124,78641,Zip,TX,TX,Leander,Austin-Round Rock,Williamson County,325221
125,10314,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,556591
126,19143,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,162016
127,79938,Zip,TX,TX,El Paso,El Paso,El Paso County,169019
128,91709,Zip,CA,CA,Chino Hills,Riverside-San Bernardino-Ontario,San Bernardino County,743763
129,11215,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1076955
131,60617,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,147162
132,87114,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,258955
133,32210,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,167751
134,43081,Zip,OH,OH,Westerville,Columbus,Franklin County,268561
135,94558,Zip,CA,CA,Napa,Napa,Napa County,752622
136,90026,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1032052
137,76063,Zip,TX,TX,Mansfield,Dallas-Fort Worth-Arlington,Tarrant County,311599
138,77459,Zip,TX,TX,Missouri City,Houston-The Woodlands-Sugar Land,Fort Bend County,288797
139,91910,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County,605151
140,27587,Zip,NC,NC,Wake Forest,Raleigh,Wake County,355898
141,30040,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County,367151
142,93722,Zip,CA,CA,Fresno,Fresno,Fresno County,289628
142,97229,Zip,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County,626905
144,6010,Zip,CT,CT,Bristol,Hartford-West Hartford-East Hartford,Hartford County,207094
145,17603,Zip,PA,PA,Lancaster Township,Lancaster,Lancaster County,209806
146,76028,Zip,TX,TX,Burleson,Dallas-Fort Worth-Arlington,Johnson County,251781
147,33908,Zip,FL,FL,Fort Myers,Cape Coral-Fort Myers,Lee County,269886
148,43123,Zip,OH,OH,Grove City,Columbus,Franklin County,233098
149,75056,Zip,TX,TX,The Colony,Dallas-Fort Worth-Arlington,Denton County,340019
150,89108,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,253914
151,85308,Zip,AZ,AZ,Glendale,Phoenix-Mesa-Scottsdale,Maricopa County,349623
152,78577,Zip,TX,TX,Pharr,McAllen-Edinburg-Mission,Hidalgo County,114966
153,78240,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,216122
154,94533,Zip,CA,CA,Fairfield,Vallejo-Fairfield,Solano County,437879
155,87111,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,311626
156,14850,Zip,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,281039
158,33024,Zip,FL,FL,Pembroke Pines,Miami-Fort Lauderdale-West Palm Beach,Broward County,320765
159,98012,Zip,WA,WA,Bothell,Seattle-Tacoma-Bellevue,Snohomish County,686757
160,48180,Zip,MI,MI,Taylor,Detroit-Warren-Dearborn,Wayne County,130717
161,77845,Zip,TX,TX,College Station,College Station-Bryan,Brazos County,271307
162,30318,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,285768
163,44060,Zip,OH,OH,Mentor,Cleveland-Elyria,Lake County,204929
164,85364,Zip,AZ,AZ,Yuma,Yuma,Yuma County,175888
165,95608,Zip,CA,CA,Carmichael,Sacramento--Roseville--Arden-Arcade,Sacramento County,479393
166,43055,Zip,OH,OH,Newark,Columbus,Licking County,158265
167,11385,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,699324
168,33647,Zip,FL,FL,Tampa,Tampa-St. Petersburg-Clearwater,Hillsborough County,323562
169,92677,Zip,CA,CA,Laguna Niguel,Los Angeles-Long Beach-Anaheim,Orange County,933120
170,44256,Zip,OH,OH,Medina,Cleveland-Elyria,Medina County,265882
171,2148,Zip,MA,MA,Malden,Boston-Cambridge-Newton,Middlesex County,531694
172,15601,Zip,PA,PA,Greensburg,Pittsburgh,Westmoreland County,215329
173,80013,Zip,CO,CO,Aurora,Denver-Aurora-Lakewood,Arapahoe County,400071
174,90066,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1653115
175,20906,Zip,MD,MD,Silver Spring,Washington-Arlington-Alexandria,Montgomery County,384393
176,47906,Zip,IN,IN,West Lafayette,Lafayette-West Lafayette,Tippecanoe County,251048
177,65807,Zip,MO,MO,Springfield,Springfield,Greene County,158090
178,6902,Zip,CT,CT,Stamford,Bridgeport-Stamford-Norwalk,Fairfield County,425742
179,45011,Zip,OH,OH,Hamilton,Cincinnati,Butler County,242953
180,30188,Zip,GA,GA,Woodstock,Atlanta-Sandy Springs-Roswell,Cherokee County,303842
181,92336,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County,524103
182,99301,Zip,WA,WA,Pasco,Kennewick-Richland,Franklin County,303760
183,10468,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,203202
184,11373,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,395353
185,65203,Zip,MO,MO,Columbia,Columbia,Boone County,257413
186,28078,Zip,NC,NC,Huntersville,Charlotte-Concord-Gastonia,Mecklenburg County,351705
187,60620,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,174501
188,46307,Zip,IN,IN,Crown Point,Chicago-Naperville-Elgin,Lake County,259112
189,95823,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,342365
190,92345,Zip,CA,CA,Hesperia,Riverside-San Bernardino-Ontario,San Bernardino County,308404
191,27610,Zip,NC,NC,Raleigh,Raleigh,Wake County,222231
192,34135,Zip,FL,FL,Bonita Springs,Cape Coral-Fort Myers,Lee County,304058
193,87120,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,241175
194,27410,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County,262159
195,75035,Zip,TX,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County,416664
196,98103,Zip,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,877623
197,77450,Zip,TX,TX,Cinco Ranch,Houston-The Woodlands-Sugar Land,Fort Bend County,278068
198,95747,Zip,CA,CA,Roseville,Sacramento--Roseville--Arden-Arcade,Placer County,546732
199,89121,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,255406
200,27406,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County,153393
201,92804,Zip,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County,673586
202,8753,Zip,NJ,NJ,Toms River,New York-Newark-Jersey City,Ocean County,296438
203,75228,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,224587
204,92126,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,721767
205,10028,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1249277
206,60634,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,314974
207,20011,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,737436
208,43130,Zip,OH,OH,Lancaster,Columbus,Fairfield County,179093
209,76244,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,288497
210,92503,Zip,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County,457169
211,91911,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County,573987
212,29732,Zip,SC,SC,Rock Hill,Charlotte-Concord-Gastonia,York County,238301
213,32218,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,215802
214,22191,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,361432
215,28314,Zip,NC,NC,Fayetteville,Fayetteville,Cumberland County,138353
216,32256,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,226675
217,11233,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,845771
218,23320,Zip,VA,VA,Chesapeake,Virginia Beach-Norfolk-Newport News,Chesapeake City,277439
219,40475,Zip,KY,KY,Richmond,Richmond-Berea,Madison County,205257
220,21740,Zip,MD,MD,Hagerstown,Hagerstown-Martinsburg,Washington County,192500
221,92101,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,638343
222,90019,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1217033
223,34711,Zip,FL,FL,Clermont,Orlando-Kissimmee-Sanford,Lake County,298217
224,30052,Zip,GA,GA,Loganville,Atlanta-Sandy Springs-Roswell,Gwinnett County,255900
225,38401,Zip,TN,TN,Columbia,Nashville-Davidson--Murfreesboro--Franklin,Maury County,237688
226,77095,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,245583
227,7002,Zip,NJ,NJ,Bayonne,New York-Newark-Jersey City,Hudson County,420206
228,30041,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County,407633
229,60016,Zip,IL,IL,Des Plaines,Chicago-Naperville-Elgin,Cook County,279104
230,33009,Zip,FL,FL,Hallandale,Miami-Fort Lauderdale-West Palm Beach,Broward County,222379
231,94536,Zip,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County,1134073
232,89052,Zip,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County,455861
233,74012,Zip,OK,OK,Broken Arrow,Tulsa,Tulsa County,182903
234,10457,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,378663
235,80634,Zip,CO,CO,Greeley,Greeley,Weld County,370832
236,43026,Zip,OH,OH,Hilliard,Columbus,Franklin County,273441
237,92592,Zip,CA,CA,Temecula,Riverside-San Bernardino-Ontario,Riverside County,547287
238,43230,Zip,OH,OH,Gahanna,Columbus,Franklin County,253586
239,89117,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,358131
240,30080,Zip,GA,GA,Smyrna,Atlanta-Sandy Springs-Roswell,Cobb County,337335
241,20001,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,742285
242,27834,Zip,NC,NC,Greenville,Greenville,Pitt County,124784
243,90280,Zip,CA,CA,South Gate,Los Angeles-Long Beach-Anaheim,Los Angeles County,514161
244,29072,Zip,SC,SC,Lexington,Columbia,Lexington County,246789
245,46227,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County,177259
246,32244,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,189250
247,21117,Zip,MD,MD,Owings Mills,Baltimore-Columbia-Towson,Baltimore County,295948
248,10027,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,602206
249,19111,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,228107
250,90201,Zip,CA,CA,Bell,Los Angeles-Long Beach-Anaheim,Los Angeles County,516970
251,91730,Zip,CA,CA,Rancho Cucamonga,Riverside-San Bernardino-Ontario,San Bernardino County,520793
252,48103,Zip,MI,MI,Ann Arbor,Ann Arbor,Washtenaw County,405492
253,11236,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,567061
254,75206,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,463852
255,90004,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1442060
256,37128,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,294240
257,92109,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,1067419
258,30062,Zip,GA,GA,Marietta,Atlanta-Sandy Springs-Roswell,Cobb County,380407
259,60628,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,132810
260,7093,Zip,NJ,NJ,West New York,New York-Newark-Jersey City,Hudson County,432712
261,32822,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County,214209
262,30331,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,205156
263,75217,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,160266
264,2360,Zip,MA,MA,Plymouth,Boston-Cambridge-Newton,Plymouth County,431769
265,34953,Zip,FL,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,260730
266,37130,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,251561
267,33186,Zip,FL,FL,The Crossings,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,342097
268,2155,Zip,MA,MA,Medford,Boston-Cambridge-Newton,Middlesex County,662853
269,10701,Zip,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,536310
270,33012,Zip,FL,FL,Hialeah,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,267071
271,91342,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,613143
272,90706,Zip,CA,CA,Bellflower,Los Angeles-Long Beach-Anaheim,Los Angeles County,591238
273,92335,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County,414861
274,95123,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1046815
275,92021,Zip,CA,CA,El Cajon,San Diego-Carlsbad,San Diego County,569811
276,32174,Zip,FL,FL,Ormond Beach,Deltona-Daytona Beach-Ormond Beach,Volusia County,275095
277,22304,Zip,VA,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,406474
278,87121,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,181924
279,11372,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,416961
280,93065,Zip,CA,CA,Simi Valley,Oxnard-Thousand Oaks-Ventura,Ventura County,656499
280,22193,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,375318
282,27858,Zip,NC,NC,Greenville,Greenville,Pitt County,177513
283,45840,Zip,OH,OH,Findlay,Findlay,Hancock County,174072
284,60649,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,160149
285,33063,Zip,FL,FL,Margate,Miami-Fort Lauderdale-West Palm Beach,Broward County,215604
286,27703,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County,256936
287,23454,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,334768
288,60626,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,230430
289,33064,Zip,FL,FL,Pompano Beach,Miami-Fort Lauderdale-West Palm Beach,Broward County,250049
290,48185,Zip,MI,MI,Westland,Detroit-Warren-Dearborn,Wayne County,173110
291,92627,Zip,CA,CA,Costa Mesa,Los Angeles-Long Beach-Anaheim,Orange County,950489
292,33027,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,334166
293,85705,Zip,AZ,AZ,Tucson,Tucson,Pima County,186924
294,33311,Zip,FL,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,240067
295,8831,Zip,NJ,NJ,Monroe Township,New York-Newark-Jersey City,Middlesex County,401959
296,20147,Zip,VA,VA,Ashburn,Washington-Arlington-Alexandria,Loudoun County,576667
297,44130,Zip,OH,OH,Parma Heights,Cleveland-Elyria,Cuyahoga County,165768
298,90025,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1143422
299,20878,Zip,MD,MD,Gaithersburg,Washington-Arlington-Alexandria,Montgomery County,580485
300,43228,Zip,OH,OH,Columbus,Columbus,Franklin County,162580
301,30022,Zip,GA,GA,Johns Creek,Atlanta-Sandy Springs-Roswell,Fulton County,453201
302,30004,Zip,GA,GA,Milton,Atlanta-Sandy Springs-Roswell,Fulton County,483019
303,23666,Zip,VA,VA,Hampton,Virginia Beach-Norfolk-Newport News,Hampton City,205850
304,85142,Zip,AZ,AZ,Queen Creek,Phoenix-Mesa-Scottsdale,Pinal County,402464
305,98682,Zip,WA,WA,Vancouver,Portland-Vancouver-Hillsboro,Clark County,386763
306,95035,Zip,CA,CA,Milpitas,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1140972
307,91710,Zip,CA,CA,Chino,Riverside-San Bernardino-Ontario,San Bernardino County,568394
308,90011,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,505517
309,23223,Zip,VA,VA,Richmond,Richmond,Richmond City,196149
310,11218,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,641570
311,27713,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County,295274
312,77082,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,197006
313,44077,Zip,OH,OH,Painesville,Cleveland-Elyria,Lake County,178800
314,94544,Zip,CA,CA,Hayward,San Francisco-Oakland-Hayward,Alameda County,728622
315,43701,Zip,OH,OH,Zanesville,Zanesville,Muskingum County,121007
316,29730,Zip,SC,SC,Rock Hill,Charlotte-Concord-Gastonia,York County,193481
317,11223,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,801423
318,60622,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,541094
319,29464,Zip,SC,SC,Mount Pleasant,Charleston-North Charleston,Charleston County,524738
320,60616,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,372610
321,27284,Zip,NC,NC,Kernersville,Winston-Salem,Forsyth County,212626
322,35242,Zip,AL,AL,Hoover,Birmingham-Hoover,Jefferson County,395474
323,58103,Zip,ND,ND,Fargo,Fargo,Cass County,203892
324,80015,Zip,CO,CO,Aurora,Denver-Aurora-Lakewood,Arapahoe County,454286
325,20019,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,406329
326,55901,Zip,MN,MN,Rochester,Rochester,Olmsted County,252560
327,10021,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1016427
328,80525,Zip,CO,CO,Fort Collins,Fort Collins,Larimer County,455343
329,30127,Zip,GA,GA,Powder Springs,Atlanta-Sandy Springs-Roswell,Cobb County,248769
330,97402,Zip,OR,OR,Eugene,Eugene,Lane County,316148
331,33313,Zip,FL,FL,Lauderhill,Miami-Fort Lauderdale-West Palm Beach,Broward County,110580
332,71913,Zip,AR,AR,Hot Springs,Hot Springs,Garland County,178107
333,90027,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1616291
334,37064,Zip,TN,TN,Franklin,Nashville-Davidson--Murfreesboro--Franklin,Williamson County,517337
335,37066,Zip,TN,TN,Gallatin,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,290188
336,98115,Zip,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,912260
337,42101,Zip,KY,KY,Bowling Green,Bowling Green,Warren County,141653
338,93727,Zip,CA,CA,Fresno,Fresno,Fresno County,307372
339,94568,Zip,CA,CA,Dublin,San Francisco-Oakland-Hayward,Alameda County,1000772
340,19124,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,137667
341,95051,Zip,CA,CA,Santa Clara,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1493310
342,91335,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,633286
343,95687,Zip,CA,CA,Vacaville,Vallejo-Fairfield,Solano County,474198
344,32828,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County,332481
345,32225,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,271905
346,76116,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,226728
347,90731,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,691671
348,77840,Zip,TX,TX,College Station,College Station-Bryan,Brazos County,207576
